institution;period;sek;doi;is_hybrid;publisher;journal_full_title;issn;issn_print;issn_electronic;url
KI;2024;17506,04;10.38207/JCMPHR/2024/APR05070353;TRUE;;;;;;
KI;2024;6775,86;10.21873/anticanres.16929;FALSE;;;;;;
KI;2024;27285,12;10.1097/HC9.0000000000000374;FALSE;;;;;;
KI;2024;51203,5;10.1001/jamapsychiatry.2024.0047;TRUE;;;;;;
KI;2024;26066,25;10.1097/PR9.0000000000001148;FALSE;;;;;;
KI;2024;38708,44;10.1097/AJP.0000000000001200;TRUE;;;;;;
KI;2024;41779,84;10.1161/ATVBAHA.123.320300;TRUE;;;;;;
KI;2024;31742,62;10.1097/BPO.0000000000002674;TRUE;;;;;;
KI;2024;26706,15;10.1158/2767-9764.CRC-23-0405;FALSE;;;;;;
KI;2024;48479,98;10.1097/j.pain.0000000000003245;TRUE;;;;;;
KI;2024;20035,86;10.2217/nnm-2024-0064;TRUE;;;;;;
KI;2024;30636,6;10.1037/pag0000807;TRUE;;;;;;
KI;2024;26134,5;10.1124/dmd.123.001302;TRUE;;;;;;
KI;2024;26205,5;10.4049/jimmunol.2300419;TRUE;;;;;;
KI;2024;31382,4;10.4049/jimmunol.2300151;TRUE;;;;;;
KI;2024;29595,62;10.2147/PPA.S440689;FALSE;;;;;;
KI;2024;27578,81;10.2147/AMEP.S439968;FALSE;;;;;;
KI;2024;41749,89;10.1111/ejh.14204;TRUE;;;;;;
KI;2024;47341,78;10.1093/infdis/jiae036;TRUE;;;;;;
KI;2024;38359,88;10.18103/mra.v12i2.4981;FALSE;;;;;;
KI;2024;44018,21;10.1186/s12933-023-02093-y;FALSE;;;;;;
KI;2024;44213,59;10.1038/s41417-024-00749-9;TRUE;;;;;;
KI;2024;26012,31;10.1186/S12889-024-17705-9;FALSE;;;;;;
KI;2024;9331,19;10.1016/j.ensci.2024.100497;FALSE;;;;;;
KI;2024;33634,17;10.3389/fneur.2023.1274194;FALSE;;;;;;
KI;2024;28154,5;10.29011/2575-9760.001991;FALSE;;;;;;
KI;2024;39455,57;10.18632/aging.205552;FALSE;;;;;;
KI;2024;28552,35;10.1016/j.jbc.2023.105622;FALSE;;;;;;
KI;2024;8170,89;10.1016/j.jaccas.2024.102312;FALSE;;;;;;
KI;2024;31138,73;10.1182/bloodadvances.2024012706;FALSE;;;;;;
KI;2024;28868,55;10.3390/children11010101;FALSE;;;;;;
KI;2024;13505,84;10.3390/educsci14010114;FALSE;;;;;;
KI;2024;25774,68;10.3390/healthcare12040497;FALSE;;;;;;
KI;2024;32218,32;10.3390/microorganisms12030443;FALSE;;;;;;
KI;2024;34604,8;10.3390/ijms25042414;FALSE;;;;;;
KI;2024;26072,38;10.3390/microorganisms12020395;FALSE;;;;;;
KI;2024;29343,75;10.3390/ijerph21030305;FALSE;;;;;;
KI;2024;29641,48;10.3390/ijerph21040388;FALSE;;;;;;
KI;2024;40524,51;10.3791/66234;TRUE;;;;;;
KI;2024;15623,85;10.4103/NRR.NRR-D-23-01688;TRUE;;;;;;
KI;2024;32866,3;10.3389/fendo.2023.1142310;FALSE;;;;;;
KI;2024;21481,88;10.5271/sjweh.4151;FALSE;;;;;;
KI;2024;21481,88;10.5271/sjweh.4154 ;FALSE;;;;;;
KI;2024;28339,59;10.3389/fimmu.2023.1296501;FALSE;;;;;;
KI;2024;25856;10.4049/jimmunol.2300639;TRUE;;;;;;
KI;2024;21377,76;10.2196/53054;FALSE;;;;;;
KI;2024;41581,91;10.18103/mra.v12i3.5267;FALSE;;;;;;
KI;2024;7837,5;10.1167/iovs.64.14.34;FALSE;;;;;;
KI;2024;15629,19;10.1167/iovs.65.4.26;FALSE;;;;;;
KI;2024;33635,03;10.3389/fimmu.2023.1332733;FALSE;;;;;;
KI;2024;30454,77;10.3389/fpubh.2023.1257365;FALSE;;;;;;
KI;2024;22598,8;10.2196/52679;FALSE;;;;;;
KI;2024;46817,55;10.1152/physrev.00024.2023;TRUE;;;;;;
KI;2024;49460,64;10.1172/jci.insight.173337;FALSE;;;;;;
KI;2024;46857,49;10.1172/jci.insight.169213;FALSE;;;;;;
KI;2024;52698,48;10.1172/jci.insight.175401;FALSE;;;;;;
KI;2024;5893;10.38207/JCMPHR/2023/DEC041205156;FALSE;;;;;;
KI;2024;14476,25;10.1515/jci-2023-0070;FALSE;;;;;;
KI;2024;26891,96;10.1097/GOX.0000000000005951;FALSE;;;;;;
KI;2024;31420,95;10.1055/a-2339-7152;FALSE;;;;;;
KI;2024;30511,85;10.1158/1078-0432.CCR-23-3449;TRUE;;;;;;
KI;2024;50138,99;10.1097/QAD.0000000000003619;TRUE;;;;;;
KI;2024;22840,4;10.1128/spectrum.05001-22;FALSE;;;;;;
KI;2024;7203,13;10.1515/jci-2023-0019;FALSE;;;;;;
KI;2024;32735,61;10.1037/emo0001392;TRUE;;;;;;
KI;2024;20872,28;10.1124/pharmrev.124.001062;TRUE;;;;;;
KI;2024;44501,06;10.1200/JCO.24.00178;TRUE;;;;;;
KI;2024;44083,86;10.1128/aac.01390-23;TRUE;;;;;;
KI;2024;21558,9;10.1016/j.heliyon.2024.e29261;FALSE;;;;;;
KI;2024;20369,65;10.18332/ejm/188193;FALSE;;;;;;
KI;2024;23031,49;10.3389/frph.2024.1323926;FALSE;;;;;;
KI;2024;35740,04;10.3389/fpubh.2024.1356605;FALSE;;;;;;
KI;2024;21200,57;10.2196/54951;FALSE;;;;;;
KI;2024;21320,88;10.1089/whr.2023.0178;FALSE;;;;;;
KI;2024;34238,27;10.3390/ijms25136960;FALSE;;;;;;
KI;2024;25127,77;10.3390/biom14060652;FALSE;;;;;;
KI;2024;30607,09;10.3390/jpm14060561;FALSE;;;;;;
KI;2024;34226,6;10.3390/cancers16101863;FALSE;;;;;;
KI;2024;14078,67;10.1371/journal.pone.0250282;FALSE;;;;;;
KI;2024;23249,2;10.1039/d4na00021h;FALSE;;;;;;
KI;2024;28180,12;10.3390/mi15060708;FALSE;;;;;;
KI;2024;54278,6;10.1182/blood.2023022241;TRUE;;;;;;
KI;2024;10862,21;10.1097/EE9.0000000000000319;FALSE;;;;;;
KI;2024;47728,83;10.1093/aje/kwae129;TRUE;;;;;;
KI;2024;66101,87;10.1038/s41467-024-48163-x;FALSE;;;;;;
KI;2024;36714,13;10.1152/ajpcell.00301.2024;TRUE;;;;;;
KI;2024;8519,63;10.18291/njwls.146338;FALSE;;;;;;
KI;2024;25261,3;10.4049/jimmunol.2300842;TRUE;;;;;;
KI;2024;50144,98;10.1172/jci.insight.175751;FALSE;;;;;;
KI;2024;49048,99;10.1172/jci.insight.179417;FALSE;;;;;;
KI;2024;48692,02;10.1172/jci.insight.178645;FALSE;;;;;;
KI;2024;18881,55;10.1164/rccm.202312-2249SO;TRUE;;;;;;
KI;2024;41680,28;10.1136/jcp-2023-209060;TRUE;;;;;;
KI;2024;16266,45;10.1162/imag_a_00304;FALSE;;;;;;
KI;2024;13062,03;10.1097/ee9.0000000000000344;FALSE;;;;;;
KI;2024;31212,12;10.1200/po.24.00209;TRUE;;;;;;
KI;2024;52281,8;10.1001/jamadermatol.2024.3514;TRUE;;;;;;
KI;2024;42607,5;10.1126/sciadv.adn1524;FALSE;;;;;;
KI;2024;37535,79;10.1124/pharmrev.124.001195;TRUE;;;;;;
KI;2024;52784,65;10.1001/jamainternmed.2024.4369;TRUE;;;;;;
KI;2024;45015,64;10.1126/sciadv.adp3481;FALSE;;;;;;
KI;2024;42466;10.1530/erc-23-0061;TRUE;;;;;;
KI;2024;6981;10.2478/sjcapp-2024-0002;FALSE;;;;;;
KI;2024;33346,21;10.1016/j.csbj.2024.06.018;FALSE;;;;;;
KI;2024;52424,04;10.1182/blood.2024024499;TRUE;;;;;;
KI;2024;53288,16;10.1182/blood.2024025077;TRUE;;;;;;
KI;2024;39451,39;10.26508/lsa.202402771;FALSE;;;;;;
KI;2024;34158,24;10.3389/fendo.2024.1322592;FALSE;;;;;;
KI;2024;37907,68;10.1089/glr2.2024.0008;TRUE;;;;;;
KI;2024;39865,18;10.2337/dc24-0860;TRUE;;;;;;
KI;2024;40222,76;10.1093/ptj/pzae130;TRUE;;;;;;
KI;2024;37391,7;10.1093/ndt/gfae188;TRUE;;;;;;
KI;2024;25091,52;10.1093/cercor/bhae324;TRUE;;;;;;
KI;2024;21550,31;10.5271/sjweh.4181;FALSE;;;;;;
KI;2024;21338,44;10.5271/sjweh.4175;FALSE;;;;;;
KI;2024;35366,36;10.3390/ijms25168711;FALSE;;;;;;
KI;2024;34064,88;10.3390/ijms25147590;FALSE;;;;;;
KI;2024;32746,66;10.3390/cells13171510;FALSE;;;;;;
KI;2024;27952,72;10.3390/ijms25179731;FALSE;;;;;;
KI;2024;27010,57;10.3390/cancers16132382;FALSE;;;;;;
KI;2024;26774,98; 10.3390/jpm14060626;FALSE;;;;;;
KI;2024;21388,5;10.3390/children11060650;FALSE;;;;;;
KI;2024;17119,12;10.3390/cancers16142511;FALSE;;;;;;
KI;2024;14101,23;10.21037/tlcr-24-396;FALSE;;;;;;
KI;2024;10211,83;10.16993/sjwop.286;FALSE;;;;;;
KI;2024;21571,08;10.1097/AS9.0000000000000460;FALSE;;;;;;
KI;2024;45511,04;10.1186/s12943-024-02091-y;FALSE;;;;;;
KI;2024;118895,81;10.1038/s41594-024-01365-9;TRUE;;;;;;
KI;2024;76987,26;10.1158/0008-5472.CAN-24-1507;TRUE;;;;;;
KI;2024;43753,36;10.1097/SLA.0000000000006615;TRUE;;;;;;
KI;2024;32089,5;10.3390/jcm13237265;FALSE;;;;;;
KI;2024;32386,7;10.3390/cancers16244162;FALSE;;;;;;
KI;2024;56706,68;10.1101/gr.279346.124;TRUE;;;;;;
KI;2024;21580,31;10.5271/sjweh.4203;FALSE;;;;;;
KI;2024;18446,4;10.14670/HH-18-868;FALSE;;;;;;
KI;2024;20704,97;10.5334/ijic.8577;FALSE;;;;;;
KI;2024;17607,68;10.1186/s13041-024-01160-z;FALSE;;;;;;
KI;2024;36142,08;10.1111/imcb.12841;TRUE;;;;;;
KI;2024;23273;10.3389/fspor.2024.1507402;FALSE;;;;;;
KI;2024;34606,18;10.3390/cancers16223839;FALSE;;;;;;
KI;2024;26400,88;10.1136/jitc-2024-009409;FALSE;;;;;;
KI;2024;17822,93;10.3390/cancers16223816;FALSE;;;;;;
KI;2024;32571,29;10.1055/a-2487-2722;FALSE;;;;;;
KI;2024;23660,45;10.14309/ctg.0000000000000790;FALSE;;;;;;
KI;2024;26633,03;10.3390/cells13211811;FALSE;;;;;;
KI;2024;28699,94;10.3390/ijms252211968;FALSE;;;;;;
KI;2024;55707,18;10.1161/CIRCULATIONAHA.123.067156;TRUE;;;;;;
KI;2024;29835,25;10.3390/biom14111400;FALSE;;;;;;
KI;2024;10399,57;10.1152/ajpheart.00609.2024;TRUE;;;;;;
KI;2024;20599,9;10.1177/1460458224129072;FALSE;;;;;;
KI;2024;15967,86;10.3390/biomedicines12112440;FALSE;;;;;;
KI;2024;37540,13;10.1097/HEP.0000000000001080;TRUE;;;;;;
KI;2024;31687,66;10.3390/biomedicines12112422;FALSE;;;;;;
KI;2024;17141,25;10.14283/jarlife.2024.15;TRUE;;;;;;
KI;2024;39116,54;10.1097/FJC.0000000000001643;TRUE;;;;;;
KI;2024;27925,46;10.3390/ijms252011039;FALSE;;;;;;
KI;2024;2392,38;10.1182/bloodadvances.2023012279;FALSE;;;;;;
KI;2024;40835,6;10.1681/ASN.0000000519;TRUE;;;;;;
KI;2024;36293,71;10.1152/jn.00311.2024;TRUE;;;;;;
KI;2024;10297,91;10.12659/AJCR.945715;TRUE;;;;;;
KI;2024;42201,96;10.1136/bmjment-2024-301203;FALSE;;;;;;
KI;2024;30874,94;10.3390/v16101539;FALSE;;;;;;
KI;2024;26837,89;10.1183/13993003.00277-2024;TRUE;;;;;;
KI;2024;34694,24;10.3390/antibiotics13110999;FALSE;;;;;;
